Species,Confidence,X2023ESI_01,X2023ESI_02,X2023ESI_03,X2023ESI_04,X2023ESI_05,X2023ESI_06,X2023ESI_07,X2023ESI_08,X2023ESI_09,X2023ESI_10,X2023ESI_12,X2023ESI_13,X2023ESI_14,X2023ESI_15,X2023ESI_17,X2023ESI_18,X2023ESI_19,X2023ESI_21,X2023ESI_22,X499612,X499613,X499614,X499615,X499616,X499617,X499618,X499619,X499620,X499621,X499622,X499623,X499624,X499625,X499626,X499627,X499628,X499629,X499630,X499631,X499632,X499633,X499634,X499635,X499636,X499637,X499638,X499639,X499640,X499641,X499642,X499643,X499644,X499645,X499646,X499647,X499648,X499649,X499650,X499651,X499652,X499653,X499654,X499655
Harmothoe_imbricata,1,0,2258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmothoe_imbricata,1,0,1809,0,9198,0,0,0,3,0,0,14,0,6868,0,3701,3025,0,0,5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmothoe_imbricata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmothoe_imbricata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmothoe_imbricata,1,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmothoe_imbricata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmothoe_imbricata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trochochaeta_multisetosa,1,0,0,0,0,0,0,0,0,0,0,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clymenella_torquata,1,1750,134,658,51,0,80,0,348,375,34,12,0,18,898,78,190,0,961,76,15,28,10,73,43,66,0,0,0,38,0,39,5,0,0,74,200,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,44,81,0,0,51,7,0,0,0,0,0,0
Astyris_lunata,1,10,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,3531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,289,0,0
Euchlanis_dilatata,1,0,0,0,0,12122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophilus_vorticoides,1,0,0,0,0,0,3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophilus_vorticoides,1,491,8,0,0,0,17739,0,0,0,114,218,0,0,581,135,6661,0,477,239,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophilus_vorticoides,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.97,0,0,0,0,0,26,0,0,0,1685,0,0,0,0,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dexamine_thea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.99,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,1,0,0,0,0,0,0,0,0,0,0,532,0,0,368,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,1,0,0,0,0,0,87,0,0,0,0,0,0,0,0,505,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,1,0,0,0,0,0,265,0,0,0,1846,997,0,0,0,74,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,1,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.98,511,5,0,0,0,333,0,0,0,1331,687,0,538,0,4595,2179,0,621,305,0,0,0,0,0,0,0,0,0,0,0,0,0,7588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pholoe_minuta,0.97,0,0,0,0,0,207,0,0,0,2175,544,0,0,0,1834,81,0,215,1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oithona_similis,1,1075,56,0,0,0,8,0,0,0,20,35,0,79,1045,11,0,0,1051,0,789,300,100,0,0,33,0,434,104,202,0,418,232,443,0,7497,3593,4110,0,745,3916,1871,0,2249,895,3620,0,957,722,910,0,1487,155,123,0,35,0,105,0,2529,388,856,0,0
Oithona_similis,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,40,0,27,0,0,0,0,0,0,0,0,28,66,0,0,0,0,0,0,0,0,0,0,0,75,0,69,0,0,0,43,0,0,0,0,8,0,0,146,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,0,0,0,1308,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,1052,3717,38,1447,0,160,0,1533,12,0,116,0,1137,4605,2604,126,0,17279,0,333,1875,0,0,8,0,0,18788,2255,3488,0,98,117,0,0,19407,77,98,0,0,0,22,0,0,0,0,0,12220,0,0,0,0,13,33,0,0,1991,4,0,0,1981,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8242,0,1628,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_cornuta,1,93,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,3207,0,0,0,895,0,0,0,0,0,1056,657,0,50,0,0,0,941,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,0
Polydora_onagawaensis,1,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polydora_onagawaensis,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
Botrylloides_violaceus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,50,102,0,0,0,0,0,0,0,0,0,0,0,0,0,306,143,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myxicola_infundibulum_CMC01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thalestris_longimana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Harpacticus_uniremis,1,0,0,0,0,0,19,0,0,0,0,96,0,0,0,0,3061,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahnfeltia_plicata,1,0,74,0,105,0,147,0,0,15,163,7,0,82,0,29,143,0,77,125,0,0,0,0,0,0,0,0,0,0,0,40,14,38,0,20,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,12,0,45,0,14,0,0,0,0,0,0,0,0
Polycirrus_eximius,1,43,22,0,9,0,254,0,0,0,67,278,0,0,16,207,623,0,9,89,0,18,30,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepidula_plana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmothoe_rarispina_CMC01,0.73,0,0,0,0,0,0,0,0,0,0,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocalanus_newmani,1,102,0,0,55,0,139,0,0,0,21,25,0,94,0,0,175,0,0,0,310,607,44,0,91,0,0,515,167,119,0,0,0,0,0,135,879,1349,0,0,31,213,0,93,22,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,157,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0
Pseudocalanus_newmani,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0
Centropages_hamatus,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,44,0,0,0,0,0,0,69,210,212,0,575,465,632,0,545,450,74,0,74,26,84,0,55,21,80,0,0,50,0,0,0
Centropages_hamatus,1,0,0,0,0,0,25,0,0,194,0,34,0,0,0,0,0,0,124,0,14,0,0,0,19,0,0,134,10,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echinarachnius_parma,1,0,0,0,0,0,0,0,4181,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,0,0,0,0,0
Capitella_capitata,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capitella_capitata,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,100,0,0,0,165,0,0,0,155,0,0,0,83,0,0,0,0,473,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,3022,0,28,0,655,0,311,779,915,5018,0,2461,0,0,1064,0,0,3607,284,165,69,0,0,0,0,825,1351,2890,0,4116,5310,1582,0,72357,41076,25703,0,0,1864,0,0,12643,4710,5139,0,3563,3540,2063,0,264,881,676,0,0,0,0,0,0,292,560,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,425,0,0,0,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,40,1074,319,0,0,665,0,0,0,912,0,0,462,506,0,0,0,0,914,0,0,0,0,0,0,0,0,0,118,0,0,738,398,0,19637,3968,1762,0,0,821,0,0,1603,962,1508,0,249,546,1369,0,0,152,2448,0,354,0,98,0,0,0,100,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,1066,0,0,0,0,0,0,0,71,312,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,2913,0,0,0,0,6753,725,0,0,2931,1417,462,0,0,0,0,287,295,0,0,0,0,0,971,436,549,0,471,1625,296,0,48202,28295,16020,0,0,297,0,0,4158,2705,4137,0,2447,915,1122,0,0,0,0,0,0,0,0,0,97,162,702,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,644,494,0,0,0,0,0,0,671,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acartia_hudsonica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geukensia_demissa,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,829,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchaeta_triophthalma,0.96,14,186,0,685,0,0,0,0,0,191,8,0,1012,471,0,0,0,435,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evadne_nordmanni,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,21,0,0,0,0,0,0,35,0,0,103,9,0,373,7,62,0,0,0,0,0,0,0,0,0,767,0,0,0,0,0,0,0,0,0,0,0,50,42,2433,0,0
Sarsia_tubulosa,1,42,15,0,220090,0,0,0,0,0,113,11,0,259639,35,134,110,0,29,212,0,0,0,0,0,0,0,0,0,0,0,115,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleurobrachia_pileus,1,6,9,0,583,0,0,0,0,12,7,8,0,0,0,23,0,0,19,24,9,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,48,0,0,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,0
Prionospio_steenstrupi,1,0,416,0,843,0,395,0,0,0,0,419,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rathkea_octopunctata,0.98,0,23,0,39536,0,721,0,0,0,41,37445,0,0,0,85,785,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rathkea_octopunctata,0.98,0,0,0,0,0,0,0,0,0,0,153125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tortanus_discaudatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3539,0,0,0,0,0,0,0,0,0,0,0,0
Bonnemaisonia_hamifera,1,61,83,155,93,0,886,0,277,1879,536,0,0,581,102,206,567,0,218,2460,692,40,61,14,0,18,0,34,0,0,0,149,212,0,0,0,0,0,0,26,466,585,0,0,224,253,0,15698,5,12,0,70,228,1083,0,6927,961,306,0,2581,31,5035,0,0
Acrochaetium_moniliforme,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,44,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,442,0,94,52,48,0,0,0,0,0,0
Acrochaetium_moniliforme,1,0,0,0,0,0,46,0,0,0,66,0,0,0,0,0,0,0,0,99,580,1095,571,0,0,0,0,664,54,319,0,563,467,269,0,45,118,47,0,0,0,0,0,0,0,0,0,133,0,0,0,12,0,260,0,45,0,0,0,470,20,168,0,0
Rhodomela_lycopodioides,1,849,328,576,1429,0,3340,0,272,228,944,616,0,1268,783,892,1326,0,465,1608,23,0,31,0,14,0,0,0,0,0,0,0,18,35,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0
Rhodophysema_georgei,1,43,0,30,0,0,140,0,0,6,86,70,0,7,7,116,53,0,3,40,5,34,102,75,124,47,0,0,0,9,0,6,18,2,0,0,0,0,0,0,0,0,0,0,0,11,0,156,0,23,0,215,2481,7226,0,359,334,193,0,0,0,0,0,0
Acrochaetium_secundatum,1,0,3,11,0,0,51,0,11,16,0,0,0,0,10,0,0,0,0,4,26,0,10,0,0,0,0,0,0,109,0,84,106,45,0,80,26,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,6,0,0,0,12,0,0
Corallina_officinalis,1,769,899,613,822,0,7136,0,576,1530,3530,2537,0,745,1146,2989,3228,0,556,2783,51,48,95,0,8,0,0,0,0,17,0,621,148,8,0,140,471,0,0,61,46,0,0,0,0,0,0,411,0,15,0,19,0,0,0,7,0,6,0,6,25,90,0,0
Hildenbrandia_rubra,0.97,84,19,61,76,0,124,0,13,73,0,25,0,36,111,0,217,0,95,28,0,19,29,0,15,55,0,0,0,87,0,1144,303,401,0,129,59,0,0,24,0,0,0,0,9,0,0,253,12,87,0,0,31,0,0,40,22,40,0,21,6,0,0,0
Hildenbrandia_rubra,1,191,12,36,0,0,12,0,38,93,36,8,0,0,46,0,0,0,18,13,0,0,0,19,0,0,0,89,0,172,0,64,184,111,0,219,64,75,0,0,0,0,0,0,0,47,0,0,55,38,0,26,19,0,0,0,30,25,0,8,11,0,0,0
Polysiphonia_flexicaulis,1,309,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,264,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polysiphonia_flexicaulis,1,5671,14,247,26,0,59,0,228,154,46,31,0,18,8497,42,55,0,6051,39,32,11,55,0,0,22,0,0,0,0,0,571,620,169,0,51,85,69,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polysiphonia_stricta,0.95,17,155,36,87,0,12,0,0,65,104,0,0,77,57,59,27,0,26,67,0,10,22,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,18,0,0,0,0,0,0,0,0
Polysiphonia_stricta,0.99,185,9,11,0,0,34,0,0,35,55,0,0,15,70,76,26,0,56,239,11,22,19,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dumontia_contorta,1,864,302,340,827,0,6502,0,1260,1573,1371,2618,0,760,778,1162,2718,0,296,3090,43,53,58,23,4,39,0,0,0,25,0,163,196,362,0,57,47,0,0,0,0,0,0,0,0,0,0,232,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0
Vertebrata_fucoides,1,2839,0,89,0,0,0,0,203,372,0,0,0,0,3333,0,0,0,2156,0,0,0,0,0,0,0,0,135,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
Vertebrata_fucoides,1,0,0,888,0,0,0,0,1683,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
Vertebrata_lanosa,1,0,108,0,12,0,67,0,0,0,99,55,0,72,45,107,67,0,87,114,12,41,14,0,0,0,0,0,0,0,0,0,13,0,0,222,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
