,X888.ENEG.1,X888.ENEG.2,X889.ENEG.1,X889.ENEG.2,X890.ENEG.1,X890.ENEG.2,X891.ENEG.1,X891.ENEG.2,X892.ENEG.1,X893.ENEG.1,X893.ENEG.2,X933.ENEG.1,X933.ENEG.2,X934.ENEG.1,AZMP2024.EDNA.001,AZMP2024.EDNA.002,AZMP2024.EDNA.005,AZMP2024.EDNA.006,AZMP2024.EDNA.016,AZMP2024.EDNA.017,AZMP2024.EDNA.018,AZMP2024.EDNA.019,AZMP2024.EDNA.020,AZMP2024.EDNA.021,AZMP2024.EDNA.037,AZMP2024.EDNA.038,AZMP2024.EDNA.039,AZMP2024.EDNA.040,AZMP2024.EDNA.041,AZMP2024.EDNA.042,AZMP2024.EDNA.052,AZMP2024.EDNA.053,AZMP2024.EDNA.054,AZMP2024.EDNA.055,AZMP2024.EDNA.056,AZMP2024.EDNA.057,AZMP2024.EDNA.058,AZMP2024.EDNA.059,AZMP2024.EDNA.060,AZMP2024.EDNA.061,AZMP2024.EDNA.062,AZMP2024.EDNA.063,SAB24.EDNA.001,SAB24.EDNA.002,SAB24.EDNA.003,SAB24.EDNA.004,SAB24.EDNA.005,SAB24.EDNA.006,SAB24.EDNA.007,SAB24.EDNA.008,SAB24.EDNA.009,SAB24.EDNA.010,SAB24.EDNA.011,SAB24.EDNA.012,SAB24.EDNA.013,SAB24.EDNA.014,SAB24.EDNA.015,SAB24.EDNA.016,SAB24.EDNA.017,SAB24.EDNA.018,SAB24.EDNA.019,SAB24.EDNA.020,SAB24.EDNA.021,SAB24.EDNA.022,SAB24.EDNA.023,SAB24.EDNA.024,SAB24.EDNA.025,SAB24.EDNA.026,SAB24.EDNA.027,SAB24.EDNA.028,SAB24.EDNA.029,SAB24.EDNA.030,SAB24.EDNA.031,SAB24.EDNA.032,SAB24.EDNA.033,SAB24.EDNA.034,SAB24.EDNA.035,SAB24.EDNA.036,SAB24.EDNA.037,SAB24.EDNA.038,SAB24.EDNA.039,SAB24.EDNA.040,SAB24.EDNA.041,SAB24.EDNA.042,SAB24.EDNA.043,SAB24.EDNA.044,SAB24.EDNA.045,SAB24.EDNA.046,SAB24.EDNA.047,SAB24.EDNA.048,SAB24.EDNA.049,SAB24.EDNA.050,SAB24.EDNA.051,SAB24.EDNA.052,SAB24.EDNA.053,SAB24.EDNA.054,SAB24.EDNA.055,SAB24.EDNA.056,SAB24.EDNA.057,SAB24.EDNA.058,SAB24.EDNA.059,SAB24.EDNA.060,SAB24.EDNA.061,SAB24.EDNA.062,SAB24.EDNA.063,SAB24.EDNA.064,SAB24.EDNA.065,SAB24.EDNA.066,SAB24.EDNA.067,SAB24.EDNA.068,SAB24.EDNA.069,SAB24.EDNA.070,SAB24.EDNA.071,SAB24.EDNA.072,SAB24.EDNA.073,SAB24.EDNA.074,SAB24.EDNA.075,SAB24.EDNA.076,SAB24.EDNA.077,SAB24.EDNA.078,SAB24.EDNA.079,SAB24.EDNA.080,SAB24.EDNA.081,SAB24.EDNA.082,SAB24.EDNA.083,SAB24.EDNA.084,SAB24.EDNA.085,SAB24.EDNA.086,SAB24.EDNA.087,SAB24.EDNA.088,SAB24.EDNA.089,SAB24.EDNA.090,SAB24.EDNA.091,SAB24.EDNA.092,SAB24.EDNA.093,SAB24.EDNA.094,SAB24.EDNA.095,SAB24.EDNA.096,SAB24.EDNA.097,SAB24.EDNA.098,SAB24.EDNA.099,SAB24.EDNA.100,SAB24.EDNA.101,SAB24.EDNA.102,SAB24.EDNA.103,SAB24.EDNA.104,SAB24.EDNA.105,SAB24.EDNA.106,SAB24.EDNA.107,SAB24.EDNA.108,SAB24.EDNA.109,SAB24.EDNA.110,SAB24.EDNA.111,SAB24.EDNA.112,Phylum,V14,Class,V16,V17,V18,V19,V20,V21,V23,V24,V26,Species,V29
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,8250,0,0,0,0,0,106,199,0,0,0,0,0,0,82,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,283,325,321,148,174,106,146,176,141,317,5288,263,214,154,121,0,0,0,0,0,70,89,0,0,135,0,0,75,97,78,84,38,0,0,0,0,0,0,0,0,0,0,0,0,6015,95,0,240,226,142,0,0,0,0,0,0,77,0,0,70,48,0,110,44,0,0,0,0,0,0,43,0,0,0,127,0,0,0,11793,473,830,8672,241,415,0,0,1559,1582,1568,895,1030,0,1486,5000,1569,15359,16903,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,57,0,153,221,185,206,0,59,59,0,0,0,0,0,18,0,350,373,308,191,249,84,116,170,131,244,0,331,249,158,208,0,0,0,0,0,93,107,160,5891,142,233,26854,0,92,93,101,64,0,89,92,90,156,154,4841,0,0,0,0,0,0,186,4860,294,274,254,106,125,145,0,0,104,123,97,0,0,0,0,0,95,82,0,0,0,115,0,0,0,0,0,0,44,81,0,6667,6204,11251,234,419,11670,0,0,2305,9222,2303,1280,1948,0,2093,1381,2064,2405,2713,0,0,124,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3658,0,0,5370,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,94,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,90,0,0,0,243,0,210,183,226,0,305,163,246,181,301,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,204,0,0,190,0,0,0,0,131,145,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1057,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1059,0,25,49,29,0,0,19,12,25,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,147,0,229,188,403,356,167,111,178,91,84,62,65,84,0,0,38361,2099,15330,17217,21440,691,34632,1127,547,25790,387,23976,964,844,513,0,0,22,0,0,342,343,230,323,6975,313,246,215,348,307,319,333,204,242,450,334,394,272,0,12186,0,0,0,0,459,4067,2964,993,7337,513,266,252,290,27,0,152,287,122,100,98,97,0,134,273,194,141,224,48,121,198,189,126,56,0,210,72,289,0,28460,8281,14543,804,2084,7508,40,0,10249,10039,9775,13272,6777,0,12017,34873,10469,10329,9012,0,37,0,0,84,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,90,0,0,0,0,0,375,0,3066,0,150,0,233,0,187,121,169,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,70,83,0,0,0,0,0,0,0,0,0,0,6754,556,0,0,0,87,0,113,0,234,0,11135,117,158,87,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,0,105,120,129,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,471,12034,278,199,0,0,974,12925,1158,739,991,0,1194,612,1131,920,5540,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,196,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,564,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,196,0,7,0,0,0,0,71,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,262,0,0,0,0,0,0,339,334,270,0,195,0,0,0,305,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echinodermata,1,Ophiuroidea,class,1,Amphilepidida,order,1,Ophiactidae,1,Ophiopholis,1,Ophiopholis_aculeata,1
1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,101,55,106,434,19,35,1342,689,3678,0,11,0,54,37,0,0,164,206,155,16,0,0,120,208,176,5109,370,1204,14,0,0,0,0,0,0,0,272,267,120,79,258,123,83,77,94,449,628,512,718,466,346,0,4,0,0,0,0,0,0,0,461,341,888,1002,8068,711,25,10,0,0,0,384,519,377,152,295,1855,0,672,257,312,113,85,0,0,0,0,0,0,0,33,0,26,0,352,85,138,167,458,319,0,0,1970,2622,1736,1018,1702,0,1138,859,1698,1334,1107,0,0,24,0,33,Mollusca,1,Bivalvia,class,1,Pectinida,order,1,Pectinidae,1,Chlamys,1,Chlamys_islandica,1
